year,state_po,state,state_fips,district,district_code,totalvotes,total_candidatevotes
1976,TX,TEXAS,48,3,TX-03,231413,231413
1978,TX,TEXAS,48,3,TX-03,96406,96406
1980,TX,TEXAS,48,3,TX-03,275234,275234
1982,TX,TEXAS,48,3,TX-03,129528,129528
1984,TX,TEXAS,48,3,TX-03,275709,275709
1986,TX,TEXAS,48,3,TX-03,152385,152385
1988,TX,TEXAS,48,3,TX-03,278509,278509
1990,TX,TEXAS,48,3,TX-03,154474,154474
1992,TX,TEXAS,48,3,TX-03,234139,234139
1994,TX,TEXAS,48,3,TX-03,172622,172622
1998,TX,TEXAS,48,3,TX-03,116978,116978
2000,TX,TEXAS,48,3,TX-03,261897,261897
2002,TX,TEXAS,48,3,TX-03,154133,154133
2004,TX,TEXAS,48,3,TX-03,210352,210352
2006,TX,TEXAS,48,3,TX-03,141881,141881
2008,TX,TEXAS,48,3,TX-03,285783,285783
2010,TX,TEXAS,48,3,TX-03,152652,152652
2012,TX,TEXAS,48,3,TX-03,187180,187180
2014,TX,TEXAS,48,3,TX-03,138280,138280
2016,TX,TEXAS,48,3,TX-03,316467,316467
2018,TX,TEXAS,48,3,TX-03,312511,312511
2020,TX,TEXAS,48,3,TX-03,418591,418591
2022,TX,TEXAS,48,3,TX-03,271256,271256
2024,TX,TEXAS,48,3,TX-03,380747,380747
1976,TX,TEXAS,48,4,TX-04,168035,168035
1978,TX,TEXAS,48,4,TX-04,94918,94918
1980,TX,TEXAS,48,4,TX-04,196702,196702
1982,TX,TEXAS,48,4,TX-04,127496,127496
1984,TX,TEXAS,48,4,TX-04,208341,208341
1986,TX,TEXAS,48,4,TX-04,136118,136118
1988,TX,TEXAS,48,4,TX-04,209868,209868
1990,TX,TEXAS,48,4,TX-04,108694,108694
1992,TX,TEXAS,48,4,TX-04,220333,220333
1994,TX,TEXAS,48,4,TX-04,168947,168947
1996,TX,TEXAS,48,4,TX-04,207177,207177
1998,TX,TEXAS,48,4,TX-04,144080,144080
2000,TX,TEXAS,48,4,TX-04,241878,241878
2002,TX,TEXAS,48,4,TX-04,168285,168285
2004,TX,TEXAS,48,4,TX-04,267942,267942
2006,TX,TEXAS,48,4,TX-04,165269,165269
2008,TX,TEXAS,48,4,TX-04,300744,300744
2010,TX,TEXAS,48,4,TX-04,186286,186286
2012,TX,TEXAS,48,4,TX-04,250343,250343
2014,TX,TEXAS,48,4,TX-04,115085,115085
2016,TX,TEXAS,48,4,TX-04,246220,246220
2018,TX,TEXAS,48,4,TX-04,249245,249245
2020,TX,TEXAS,48,4,TX-04,337803,337803
2022,TX,TEXAS,48,4,TX-04,256009,256009
2024,TX,TEXAS,48,4,TX-04,353299,353299
1976,TX,TEXAS,48,5,TX-05,125768,125768
1978,TX,TEXAS,48,5,TX-05,70593,70593
1980,TX,TEXAS,48,5,TX-05,139035,139035
1982,TX,TEXAS,48,5,TX-05,80530,80530
1984,TX,TEXAS,48,5,TX-05,94391,94391
1986,TX,TEXAS,48,5,TX-05,98104,98104
1988,TX,TEXAS,48,5,TX-05,157039,157039
1990,TX,TEXAS,48,5,TX-05,109474,109474
1992,TX,TEXAS,48,5,TX-05,167330,167330
1994,TX,TEXAS,48,5,TX-05,123616,123616
1998,TX,TEXAS,48,5,TX-05,110667,110667
2000,TX,TEXAS,48,5,TX-05,185958,185958
2002,TX,TEXAS,48,5,TX-05,139908,139908
2004,TX,TEXAS,48,5,TX-05,230845,230845
2006,TX,TEXAS,48,5,TX-05,143252,143252
2008,TX,TEXAS,48,5,TX-05,194861,194861
2010,TX,TEXAS,48,5,TX-05,151349,151349
2012,TX,TEXAS,48,5,TX-05,208230,208230
2014,TX,TEXAS,48,5,TX-05,104262,104262
2016,TX,TEXAS,48,5,TX-05,192875,192875
2018,TX,TEXAS,48,5,TX-05,209507,209507
2020,TX,TEXAS,48,5,TX-05,280413,280413
2022,TX,TEXAS,48,5,TX-05,211965,211965
2024,TX,TEXAS,48,5,TX-05,299897,299897
1976,TX,TEXAS,48,6,TX-06,180534,180534
1978,TX,TEXAS,48,6,TX-06,101418,101418
1980,TX,TEXAS,48,6,TX-06,204319,204319
1982,TX,TEXAS,48,6,TX-06,96834,96834
1984,TX,TEXAS,48,6,TX-06,232281,232281
1986,TX,TEXAS,48,6,TX-06,154460,154460
1988,TX,TEXAS,48,6,TX-06,243478,243478
1990,TX,TEXAS,48,6,TX-06,188130,188130
1992,TX,TEXAS,48,6,TX-06,263073,263073
1994,TX,TEXAS,48,6,TX-06,201012,201012
1998,TX,TEXAS,48,6,TX-06,154886,154886
2000,TX,TEXAS,48,6,TX-06,252741,252741
2002,TX,TEXAS,48,6,TX-06,164037,164037
2004,TX,TEXAS,48,6,TX-06,255627,255627
2006,TX,TEXAS,48,6,TX-06,152036,152036
2008,TX,TEXAS,48,6,TX-06,280582,280582
2010,TX,TEXAS,48,6,TX-06,162557,162557
2012,TX,TEXAS,48,6,TX-06,249936,249936
2014,TX,TEXAS,48,6,TX-06,150996,150996
2016,TX,TEXAS,48,6,TX-06,273296,273296
2018,TX,TEXAS,48,6,TX-06,256042,256042
2020,TX,TEXAS,48,6,TX-06,339992,339992
2022,TX,TEXAS,48,6,TX-06,149321,149321
2024,TX,TEXAS,48,6,TX-06,286438,286438
1976,TX,TEXAS,48,7,TX-07,193127,193127
1978,TX,TEXAS,48,7,TX-07,150629,150629
1980,TX,TEXAS,48,7,TX-07,295684,295684
1982,TX,TEXAS,48,7,TX-07,127922,127922
1984,TX,TEXAS,48,7,TX-07,246315,246315
1986,TX,TEXAS,48,7,TX-07,148395,148395
1988,TX,TEXAS,48,7,TX-07,234027,234027
1990,TX,TEXAS,48,7,TX-07,114254,114254
1992,TX,TEXAS,48,7,TX-07,169407,169407
1994,TX,TEXAS,48,7,TX-07,116873,116873
1998,TX,TEXAS,48,7,TX-07,118946,118946
2000,TX,TEXAS,48,7,TX-07,248593,248593
2002,TX,TEXAS,48,7,TX-07,108527,108527
2004,TX,TEXAS,48,7,TX-07,273651,273651
2006,TX,TEXAS,48,7,TX-07,167785,167785
2008,TX,TEXAS,48,7,TX-07,290934,290934
2010,TX,TEXAS,48,7,TX-07,176378,176378
2012,TX,TEXAS,48,7,TX-07,234837,234837
2014,TX,TEXAS,48,7,TX-07,143219,143219
2016,TX,TEXAS,48,7,TX-07,255533,255533
2018,TX,TEXAS,48,7,TX-07,243601,243601
2020,TX,TEXAS,48,7,TX-07,314125,314125
2022,TX,TEXAS,48,7,TX-07,181829,181829
2024,TX,TEXAS,48,7,TX-07,244471,244471
1976,TX,TEXAS,48,8,TX-08,139163,139163
1978,TX,TEXAS,48,8,TX-08,64102,64102
1980,TX,TEXAS,48,8,TX-08,140777,140777
1982,TX,TEXAS,48,8,TX-08,89218,89218
1984,TX,TEXAS,48,8,TX-08,175103,175103
1986,TX,TEXAS,48,8,TX-08,96903,96903
1988,TX,TEXAS,48,8,TX-08,90503,90503
1990,TX,TEXAS,48,8,TX-08,60603,60603
1992,TX,TEXAS,48,8,TX-08,232822,232822
1994,TX,TEXAS,48,8,TX-08,161304,161304
1996,TX,TEXAS,48,8,TX-08,51370,51370
1998,TX,TEXAS,48,8,TX-08,132948,132948
2000,TX,TEXAS,48,8,TX-08,255216,255216
2002,TX,TEXAS,48,8,TX-08,150926,150926
2004,TX,TEXAS,48,8,TX-08,260628,260628
2006,TX,TEXAS,48,8,TX-08,157058,157058
2008,TX,TEXAS,48,8,TX-08,285451,285451
2010,TX,TEXAS,48,8,TX-08,201099,201099
2012,TX,TEXAS,48,8,TX-08,251052,251052
2014,TX,TEXAS,48,8,TX-08,140013,140013
2016,TX,TEXAS,48,8,TX-08,236379,236379
2018,TX,TEXAS,48,8,TX-08,273170,273170
2020,TX,TEXAS,48,8,TX-08,382471,382471
2022,TX,TEXAS,48,8,TX-08,224968,224968
2024,TX,TEXAS,48,8,TX-08,342177,342177
1976,TX,TEXAS,48,9,TX-09,112945,112945
1978,TX,TEXAS,48,9,TX-09,80265,80265
1980,TX,TEXAS,48,9,TX-09,103574,103574
1982,TX,TEXAS,48,9,TX-09,116897,116897
1984,TX,TEXAS,48,9,TX-09,204865,204865
1986,TX,TEXAS,48,9,TX-09,119119,119119
1988,TX,TEXAS,48,9,TX-09,137270,137270
1990,TX,TEXAS,48,9,TX-09,138185,138185
1992,TX,TEXAS,48,9,TX-09,221361,221361
1994,TX,TEXAS,48,9,TX-09,156797,156797
1996,TX,TEXAS,48,9,TX-09,112095,112095
1998,TX,TEXAS,48,9,TX-09,135162,135162
2000,TX,TEXAS,48,9,TX-09,219816,219816
2002,TX,TEXAS,48,9,TX-09,147958,147958
2004,TX,TEXAS,48,9,TX-09,158566,158566
2006,TX,TEXAS,48,9,TX-09,60253,60253
2008,TX,TEXAS,48,9,TX-09,153628,153628
2010,TX,TEXAS,48,9,TX-09,105767,105767
2012,TX,TEXAS,48,9,TX-09,183566,183566
2014,TX,TEXAS,48,9,TX-09,86003,86003
2016,TX,TEXAS,48,9,TX-09,188523,188523
2018,TX,TEXAS,48,9,TX-09,153001,153001
2020,TX,TEXAS,48,9,TX-09,229107,229107
2022,TX,TEXAS,48,9,TX-09,163607,163607
2024,TX,TEXAS,48,9,TX-09,184141,184141
1976,TX,TEXAS,48,10,TX-10,209165,209165
1978,TX,TEXAS,48,10,TX-10,123857,123857
1980,TX,TEXAS,48,10,TX-10,229424,229424
1982,TX,TEXAS,48,10,TX-10,134276,134276
1984,TX,TEXAS,48,10,TX-10,186785,186785
1986,TX,TEXAS,48,10,TX-10,187863,187863
1988,TX,TEXAS,48,10,TX-10,248494,248494
1990,TX,TEXAS,48,10,TX-10,235496,235496
1992,TX,TEXAS,48,10,TX-10,261892,261892
1994,TX,TEXAS,48,10,TX-10,201986,201986
1996,TX,TEXAS,48,10,TX-10,234991,234991
1998,TX,TEXAS,48,10,TX-10,136282,136282
2000,TX,TEXAS,48,10,TX-10,240831,240831
2002,TX,TEXAS,48,10,TX-10,135624,135624
2004,TX,TEXAS,48,10,TX-10,231643,231643
2006,TX,TEXAS,48,10,TX-10,176755,176755
2008,TX,TEXAS,48,10,TX-10,333083,333083
2010,TX,TEXAS,48,10,TX-10,224171,224171
2012,TX,TEXAS,48,10,TX-10,264019,264019
2014,TX,TEXAS,48,10,TX-10,176460,176460
2016,TX,TEXAS,48,10,TX-10,312600,312600
2018,TX,TEXAS,48,10,TX-10,307827,307827
2020,TX,TEXAS,48,10,TX-10,413894,413894
2022,TX,TEXAS,48,10,TX-10,251937,251937
2024,TX,TEXAS,48,10,TX-10,347818,347818
1976,TX,TEXAS,48,11,TX-11,160515,160515
1978,TX,TEXAS,48,11,TX-11,103319,103319
1980,TX,TEXAS,48,11,TX-11,128520,128520
1982,TX,TEXAS,48,11,TX-11,86395,86395
1984,TX,TEXAS,48,11,TX-11,112940,112940
1986,TX,TEXAS,48,11,TX-11,84201,84201
1988,TX,TEXAS,48,11,TX-11,140740,140740
1990,TX,TEXAS,48,11,TX-11,138079,138079
1992,TX,TEXAS,48,11,TX-11,178032,178032
1994,TX,TEXAS,48,11,TX-11,129543,129543
1996,TX,TEXAS,48,11,TX-11,175935,175935
1998,TX,TEXAS,48,11,TX-11,86303,86303
2000,TX,TEXAS,48,11,TX-11,192918,192918
2002,TX,TEXAS,48,11,TX-11,144857,144857
2004,TX,TEXAS,48,11,TX-11,230977,230977
2006,TX,TEXAS,48,11,TX-11,107268,107268
2008,TX,TEXAS,48,11,TX-11,214676,214676
2010,TX,TEXAS,48,11,TX-11,155340,155340
2012,TX,TEXAS,48,11,TX-11,226023,226023
2014,TX,TEXAS,48,11,TX-11,119574,119574
2016,TX,TEXAS,48,11,TX-11,225548,225548
2018,TX,TEXAS,48,11,TX-11,220377,220377
2020,TX,TEXAS,48,11,TX-11,291773,291773
2022,TX,TEXAS,48,11,TX-11,151066,151066
2024,TX,TEXAS,48,11,TX-11,211975,211975
1976,TX,TEXAS,48,12,TX-12,134259,134259
1978,TX,TEXAS,48,12,TX-12,67820,67820
1980,TX,TEXAS,48,12,TX-12,165390,165390
1982,TX,TEXAS,48,12,TX-12,114535,114535
1984,TX,TEXAS,48,12,TX-12,106302,106302
1986,TX,TEXAS,48,12,TX-12,123451,123451
1988,TX,TEXAS,48,12,TX-12,136456,136456
1990,TX,TEXAS,48,12,TX-12,137464,137464
1992,TX,TEXAS,48,12,TX-12,199924,199924
1994,TX,TEXAS,48,12,TX-12,140331,140331
1996,TX,TEXAS,48,12,TX-12,170204,170204
1998,TX,TEXAS,48,12,TX-12,107741,107741
2000,TX,TEXAS,48,12,TX-12,187916,187916
2002,TX,TEXAS,48,12,TX-12,131931,131931
2004,TX,TEXAS,48,12,TX-12,239538,239538
2006,TX,TEXAS,48,12,TX-12,146935,146935
2008,TX,TEXAS,48,12,TX-12,268754,268754
2010,TX,TEXAS,48,12,TX-12,152917,152917
2012,TX,TEXAS,48,12,TX-12,247712,247712
2014,TX,TEXAS,48,12,TX-12,158730,158730
2016,TX,TEXAS,48,12,TX-12,283115,283115
2018,TX,TEXAS,48,12,TX-12,268491,268491
2020,TX,TEXAS,48,12,TX-12,367021,367021
2022,TX,TEXAS,48,12,TX-12,237979,237979
2024,TX,TEXAS,48,12,TX-12,339718,339718
1976,TX,TEXAS,48,13,TX-13,171673,171673
1978,TX,TEXAS,48,13,TX-13,100546,100546
1980,TX,TEXAS,48,13,TX-13,179598,179598
1982,TX,TEXAS,48,13,TX-13,135820,135820
1984,TX,TEXAS,48,13,TX-13,202967,202967
1986,TX,TEXAS,48,13,TX-13,130887,130887
1988,TX,TEXAS,48,13,TX-13,187450,187450
1990,TX,TEXAS,48,13,TX-13,144860,144860
1992,TX,TEXAS,48,13,TX-13,195406,195406
1994,TX,TEXAS,48,13,TX-13,143389,143389
1996,TX,TEXAS,48,13,TX-13,173627,173627
1998,TX,TEXAS,48,13,TX-13,119466,119466
2000,TX,TEXAS,48,13,TX-13,174475,174475
2002,TX,TEXAS,48,13,TX-13,150619,150619
2004,TX,TEXAS,48,13,TX-13,205241,205241
2006,TX,TEXAS,48,13,TX-13,145396,145396
2008,TX,TEXAS,48,13,TX-13,231919,231919
2010,TX,TEXAS,48,13,TX-13,130043,130043
2012,TX,TEXAS,48,13,TX-13,206388,206388
2014,TX,TEXAS,48,13,TX-13,131451,131451
2016,TX,TEXAS,48,13,TX-13,221242,221242
2018,TX,TEXAS,48,13,TX-13,207285,207285
2020,TX,TEXAS,48,13,TX-13,273508,273508
2022,TX,TEXAS,48,13,TX-13,214677,214677
2024,TX,TEXAS,48,13,TX-13,240622,240622
1976,TX,TEXAS,48,14,TX-14,152377,152377
1978,TX,TEXAS,48,14,TX-14,88278,88278
1980,TX,TEXAS,48,14,TX-14,165379,165379
1982,TX,TEXAS,48,14,TX-14,126712,126712
1984,TX,TEXAS,48,14,TX-14,203066,203066
1986,TX,TEXAS,48,14,TX-14,142323,142323
1988,TX,TEXAS,48,14,TX-14,209216,209216
1990,TX,TEXAS,48,14,TX-14,164349,164349
1992,TX,TEXAS,48,14,TX-14,199671,199671
1994,TX,TEXAS,48,14,TX-14,154968,154968
1996,TX,TEXAS,48,14,TX-14,195699,195699
1998,TX,TEXAS,48,14,TX-14,152863,152863
2000,TX,TEXAS,48,14,TX-14,230059,230059
2002,TX,TEXAS,48,14,TX-14,151129,151129
2004,TX,TEXAS,48,14,TX-14,173668,173668
2006,TX,TEXAS,48,14,TX-14,156809,156809
2008,TX,TEXAS,48,14,TX-14,191293,191293
2010,TX,TEXAS,48,14,TX-14,185054,185054
2012,TX,TEXAS,48,14,TX-14,245839,245839
2014,TX,TEXAS,48,14,TX-14,145698,145698
2016,TX,TEXAS,48,14,TX-14,259685,259685
2018,TX,TEXAS,48,14,TX-14,234528,234528
2020,TX,TEXAS,48,14,TX-14,309115,309115
2022,TX,TEXAS,48,14,TX-14,213149,213149
2024,TX,TEXAS,48,14,TX-14,306195,306195
1976,TX,TEXAS,48,15,TX-15,138283,138283
1978,TX,TEXAS,48,15,TX-15,82413,82413
1980,TX,TEXAS,48,15,TX-15,150415,150415
1982,TX,TEXAS,48,15,TX-15,80002,80002
1984,TX,TEXAS,48,15,TX-15,104863,104863
1986,TX,TEXAS,48,15,TX-15,70777,70777
1988,TX,TEXAS,48,15,TX-15,99805,99805
1990,TX,TEXAS,48,15,TX-15,72461,72461
1992,TX,TEXAS,48,15,TX-15,142900,142900
1994,TX,TEXAS,48,15,TX-15,104366,104366
1996,TX,TEXAS,48,15,TX-15,138594,138594
1998,TX,TEXAS,48,15,TX-15,82178,82178
2000,TX,TEXAS,48,15,TX-15,120448,120448
2002,TX,TEXAS,48,15,TX-15,66311,66311
2004,TX,TEXAS,48,15,TX-15,166358,166358
2006,TX,TEXAS,48,15,TX-15,69987,69987
2008,TX,TEXAS,48,15,TX-15,163708,163708
2010,TX,TEXAS,48,15,TX-15,96080,96080
2012,TX,TEXAS,48,15,TX-15,146661,146661
2014,TX,TEXAS,48,15,TX-15,90184,90184
2016,TX,TEXAS,48,15,TX-15,177479,177479
2018,TX,TEXAS,48,15,TX-15,164802,164802
2020,TX,TEXAS,48,15,TX-15,228917,228917
2022,TX,TEXAS,48,15,TX-15,151889,151889
2024,TX,TEXAS,48,15,TX-15,223769,223769
1976,TX,TEXAS,48,16,TX-16,124375,124375
1978,TX,TEXAS,48,16,TX-16,75833,75833
1980,TX,TEXAS,48,16,TX-16,123744,123744
1982,TX,TEXAS,48,16,TX-16,81671,81671
1984,TX,TEXAS,48,16,TX-16,132964,132964
1986,TX,TEXAS,48,16,TX-16,77011,77011
1988,TX,TEXAS,48,16,TX-16,104514,104514
1990,TX,TEXAS,48,16,TX-16,65309,65309
1992,TX,TEXAS,48,16,TX-16,128601,128601
1994,TX,TEXAS,48,16,TX-16,87224,87224
1996,TX,TEXAS,48,16,TX-16,127784,127784
1998,TX,TEXAS,48,16,TX-16,76767,76767
2000,TX,TEXAS,48,16,TX-16,135650,135650
2002,TX,TEXAS,48,16,TX-16,72383,72383
2004,TX,TEXAS,48,16,TX-16,160773,160773
2006,TX,TEXAS,48,16,TX-16,77688,77688
2008,TX,TEXAS,48,16,TX-16,158723,158723
2010,TX,TEXAS,48,16,TX-16,84892,84892
2012,TX,TEXAS,48,16,TX-16,155005,155005
2014,TX,TEXAS,48,16,TX-16,73105,73105
2016,TX,TEXAS,48,16,TX-16,175229,175229
2018,TX,TEXAS,48,16,TX-16,181754,181754
2020,TX,TEXAS,48,16,TX-16,238114,238114
2022,TX,TEXAS,48,16,TX-16,150496,150496
2024,TX,TEXAS,48,16,TX-16,220828,220828
1976,TX,TEXAS,48,17,TX-17,127613,127613
1978,TX,TEXAS,48,17,TX-17,101332,101332
1980,TX,TEXAS,48,17,TX-17,130465,130465
1982,TX,TEXAS,48,17,TX-17,112630,112630
1984,TX,TEXAS,48,17,TX-17,143012,143012
1986,TX,TEXAS,48,17,TX-17,97791,97791
1988,TX,TEXAS,48,17,TX-17,149064,149064
1990,TX,TEXAS,48,17,TX-17,104100,104100
1992,TX,TEXAS,48,17,TX-17,206171,206171
1994,TX,TEXAS,48,17,TX-17,155605,155605
1996,TX,TEXAS,48,17,TX-17,192994,192994
1998,TX,TEXAS,48,17,TX-17,140685,140685
2000,TX,TEXAS,48,17,TX-17,204430,204430
2002,TX,TEXAS,48,17,TX-17,163804,163804
2004,TX,TEXAS,48,17,TX-17,244748,244748
2006,TX,TEXAS,48,17,TX-17,159124,159124
2008,TX,TEXAS,48,17,TX-17,254022,254022
2010,TX,TEXAS,48,17,TX-17,172642,172642
2012,TX,TEXAS,48,17,TX-17,179262,179262
2014,TX,TEXAS,48,17,TX-17,132865,132865
2016,TX,TEXAS,48,17,TX-17,245728,245728
2018,TX,TEXAS,48,17,TX-17,237351,237351
2020,TX,TEXAS,48,17,TX-17,306873,306873
2022,TX,TEXAS,48,17,TX-17,217209,217209
2024,TX,TEXAS,48,17,TX-17,291042,291042
1976,TX,TEXAS,48,18,TX-18,109876,109876
1978,TX,TEXAS,48,18,TX-18,38018,38018
1980,TX,TEXAS,48,18,TX-18,90096,90096
1982,TX,TEXAS,48,18,TX-18,82335,82335
1984,TX,TEXAS,48,18,TX-18,139110,139110
1986,TX,TEXAS,48,18,TX-18,70219,70219
1988,TX,TEXAS,48,18,TX-18,101643,101643
1990,TX,TEXAS,48,18,TX-18,54720,54720
1992,TX,TEXAS,48,18,TX-18,172208,172208
1994,TX,TEXAS,48,18,TX-18,115390,115390
1998,TX,TEXAS,48,18,TX-18,91267,91267
2000,TX,TEXAS,48,18,TX-18,172378,172378
2002,TX,TEXAS,48,18,TX-18,128926,128926
2004,TX,TEXAS,48,18,TX-18,152988,152988
2006,TX,TEXAS,48,18,TX-18,86051,86051
2008,TX,TEXAS,48,18,TX-18,192198,192198
2010,TX,TEXAS,48,18,TX-18,121321,121321
2012,TX,TEXAS,48,18,TX-18,194932,194932
2014,TX,TEXAS,48,18,TX-18,106010,106010
2016,TX,TEXAS,48,18,TX-18,204308,204308
2018,TX,TEXAS,48,18,TX-18,184332,184332
2020,TX,TEXAS,48,18,TX-18,246895,246895
2022,TX,TEXAS,48,18,TX-18,156268,156268
2024,TX,TEXAS,48,18,TX-18,218720,218720
1976,TX,TEXAS,48,19,TX-19,160899,160899
1978,TX,TEXAS,48,19,TX-19,102799,102799
1980,TX,TEXAS,48,19,TX-19,135424,135424
1982,TX,TEXAS,48,19,TX-19,109970,109970
1984,TX,TEXAS,48,19,TX-19,176849,176849
1986,TX,TEXAS,48,19,TX-19,110824,110824
1988,TX,TEXAS,48,19,TX-19,167000,167000
1990,TX,TEXAS,48,19,TX-19,83795,83795
1992,TX,TEXAS,48,19,TX-19,209382,209382
1994,TX,TEXAS,48,19,TX-19,120641,120641
1996,TX,TEXAS,48,19,TX-19,195226,195226
1998,TX,TEXAS,48,19,TX-19,129428,129428
2000,TX,TEXAS,48,19,TX-19,185898,185898
2002,TX,TEXAS,48,19,TX-19,127776,127776
2004,TX,TEXAS,48,19,TX-19,233514,233514
2006,TX,TEXAS,48,19,TX-19,140007,140007
2008,TX,TEXAS,48,19,TX-19,232611,232611
2010,TX,TEXAS,48,19,TX-19,136358,136358
2012,TX,TEXAS,48,19,TX-19,192063,192063
2014,TX,TEXAS,48,19,TX-19,116818,116818
2016,TX,TEXAS,48,19,TX-19,203475,203475
2018,TX,TEXAS,48,19,TX-19,201985,201985
2020,TX,TEXAS,48,19,TX-19,265052,265052
2022,TX,TEXAS,48,19,TX-19,189681,189681
2024,TX,TEXAS,48,19,TX-19,266375,266375
1976,TX,TEXAS,48,20,TX-20,90173,90173
1978,TX,TEXAS,48,20,TX-20,51584,51584
1980,TX,TEXAS,48,20,TX-20,102685,102685
1982,TX,TEXAS,48,20,TX-20,74924,74924
1984,TX,TEXAS,48,20,TX-20,100443,100443
1986,TX,TEXAS,48,20,TX-20,55363,55363
1988,TX,TEXAS,48,20,TX-20,133696,133696
1990,TX,TEXAS,48,20,TX-20,56318,56318
1992,TX,TEXAS,48,20,TX-20,103755,103755
1994,TX,TEXAS,48,20,TX-20,96149,96149
1996,TX,TEXAS,48,20,TX-20,138409,138409
1998,TX,TEXAS,48,20,TX-20,79713,79713
2000,TX,TEXAS,48,20,TX-20,122574,122574
2002,TX,TEXAS,48,20,TX-20,68685,68685
2004,TX,TEXAS,48,20,TX-20,171804,171804
2006,TX,TEXAS,48,20,TX-20,78245,78245
2008,TX,TEXAS,48,20,TX-20,177055,177055
2010,TX,TEXAS,48,20,TX-20,92185,92185
2012,TX,TEXAS,48,20,TX-20,186177,186177
2014,TX,TEXAS,48,20,TX-20,87964,87964
2016,TX,TEXAS,48,20,TX-20,187669,187669
2018,TX,TEXAS,48,20,TX-20,171963,171963
2020,TX,TEXAS,48,20,TX-20,270723,270723
2022,TX,TEXAS,48,20,TX-20,168599,168599
2024,TX,TEXAS,48,20,TX-20,157890,157890
1976,TX,TEXAS,48,21,TX-21,210300,210300
1978,TX,TEXAS,48,21,TX-21,147837,147837
1980,TX,TEXAS,48,21,TX-21,256744,256744
1982,TX,TEXAS,48,21,TX-21,142872,142872
1984,TX,TEXAS,48,21,TX-21,247980,247980
1986,TX,TEXAS,48,21,TX-21,165567,165567
1988,TX,TEXAS,48,21,TX-21,218790,218790
1990,TX,TEXAS,48,21,TX-21,193155,193155
1992,TX,TEXAS,48,21,TX-21,264653,264653
1994,TX,TEXAS,48,21,TX-21,184075,184075
1996,TX,TEXAS,48,21,TX-21,269307,269307
1998,TX,TEXAS,48,21,TX-21,180608,180608
2000,TX,TEXAS,48,21,TX-21,330878,330878
2002,TX,TEXAS,48,21,TX-21,222093,222093
2004,TX,TEXAS,48,21,TX-21,341119,341119
2006,TX,TEXAS,48,21,TX-21,203782,203782
2008,TX,TEXAS,48,21,TX-21,304350,304350
2010,TX,TEXAS,48,21,TX-21,236545,236545
2012,TX,TEXAS,48,21,TX-21,308865,308865
2014,TX,TEXAS,48,21,TX-21,188996,188996
2016,TX,TEXAS,48,21,TX-21,356031,356031
2018,TX,TEXAS,48,21,TX-21,353617,353617
2020,TX,TEXAS,48,21,TX-21,453750,453750
2022,TX,TEXAS,48,21,TX-21,330081,330081
2024,TX,TEXAS,48,21,TX-21,426423,426423
1976,TX,TEXAS,48,22,TX-22,192802,192802
1978,TX,TEXAS,48,22,TX-22,108086,108086
1980,TX,TEXAS,48,22,TX-22,209251,209251
1982,TX,TEXAS,48,22,TX-22,67479,67479
1984,TX,TEXAS,48,22,TX-22,191751,191751
1986,TX,TEXAS,48,22,TX-22,106538,106538
1988,TX,TEXAS,48,22,TX-22,186484,186484
1990,TX,TEXAS,48,22,TX-22,131146,131146
1992,TX,TEXAS,48,22,TX-22,218033,218033
1994,TX,TEXAS,48,22,TX-22,163144,163144
1998,TX,TEXAS,48,22,TX-22,134720,134720
2000,TX,TEXAS,48,22,TX-22,256267,256267
2002,TX,TEXAS,48,22,TX-22,159084,159084
2004,TX,TEXAS,48,22,TX-22,272620,272620
2006,TX,TEXAS,48,22,TX-22,148239,272161
2008,TX,TEXAS,48,22,TX-22,308995,308995
2010,TX,TEXAS,48,22,TX-22,208223,208223
2012,TX,TEXAS,48,22,TX-22,250911,250911
2014,TX,TEXAS,48,22,TX-22,151566,151566
2016,TX,TEXAS,48,22,TX-22,305543,305543
2018,TX,TEXAS,48,22,TX-22,297405,297405
2020,TX,TEXAS,48,22,TX-22,408048,408048
2022,TX,TEXAS,48,22,TX-22,241215,241215
2024,TX,TEXAS,48,22,TX-22,336889,336889
1976,TX,TEXAS,48,23,TX-23,96481,96481
1978,TX,TEXAS,48,23,TX-23,69834,69834
1980,TX,TEXAS,48,23,TX-23,149780,149780
1982,TX,TEXAS,48,23,TX-23,93528,93528
1984,TX,TEXAS,48,23,TX-23,95721,95721
1986,TX,TEXAS,48,23,TX-23,75132,75132
1988,TX,TEXAS,48,23,TX-23,180430,180430
1990,TX,TEXAS,48,23,TX-23,111908,111908
1992,TX,TEXAS,48,23,TX-23,166347,166347
1994,TX,TEXAS,48,23,TX-23,117916,117916
1996,TX,TEXAS,48,23,TX-23,163839,163839
1998,TX,TEXAS,48,23,TX-23,114720,114720
2000,TX,TEXAS,48,23,TX-23,201754,201754
2002,TX,TEXAS,48,23,TX-23,150552,150552
2004,TX,TEXAS,48,23,TX-23,246503,246503
2006,TX,TEXAS,48,23,TX-23,123799,194272
2008,TX,TEXAS,48,23,TX-23,240470,240470
2010,TX,TEXAS,48,23,TX-23,151534,151534
2012,TX,TEXAS,48,23,TX-23,192169,192169
2014,TX,TEXAS,48,23,TX-23,115429,115429
2016,TX,TEXAS,48,23,TX-23,228965,228965
2018,TX,TEXAS,48,23,TX-23,210069,210069
2020,TX,TEXAS,48,23,TX-23,295457,295457
