year,state_po,state,state_fips,district,district_code,totalvotes,total_candidatevotes
2024,RI,RHODE ISLAND,44,2,RI-02,263480,263480
1976,SC,SOUTH CAROLINA,45,1,SC-01,130503,130503
1978,SC,SOUTH CAROLINA,45,1,SC-01,108615,108615
1980,SC,SOUTH CAROLINA,45,1,SC-01,158731,158731
1982,SC,SOUTH CAROLINA,45,1,SC-01,117832,117832
1984,SC,SOUTH CAROLINA,45,1,SC-01,167310,167310
1986,SC,SOUTH CAROLINA,45,1,SC-01,115232,115232
1988,SC,SOUTH CAROLINA,45,1,SC-01,159263,159263
1990,SC,SOUTH CAROLINA,45,1,SC-01,123503,123503
1992,SC,SOUTH CAROLINA,45,1,SC-01,184549,184549
1994,SC,SOUTH CAROLINA,45,1,SC-01,147471,147471
1996,SC,SOUTH CAROLINA,45,1,SC-01,143572,143572
1998,SC,SOUTH CAROLINA,45,1,SC-01,130071,130071
2000,SC,SOUTH CAROLINA,45,1,SC-01,231446,231446
2002,SC,SOUTH CAROLINA,45,1,SC-01,142425,142425
2004,SC,SOUTH CAROLINA,45,1,SC-01,212308,212308
2006,SC,SOUTH CAROLINA,45,1,SC-01,193375,193375
2008,SC,SOUTH CAROLINA,45,1,SC-01,341879,341879
2010,SC,SOUTH CAROLINA,45,1,SC-01,233695,233695
2012,SC,SOUTH CAROLINA,45,1,SC-01,290013,290013
2014,SC,SOUTH CAROLINA,45,1,SC-01,127815,127815
2016,SC,SOUTH CAROLINA,45,1,SC-01,325170,325170
2018,SC,SOUTH CAROLINA,45,1,SC-01,287433,287433
2020,SC,SOUTH CAROLINA,45,1,SC-01,427111,427111
2022,SC,SOUTH CAROLINA,45,1,SC-01,272681,272681
2024,SC,SOUTH CAROLINA,45,1,SC-01,390777,390777
1976,SC,SOUTH CAROLINA,45,2,SC-02,144995,144995
1978,SC,SOUTH CAROLINA,45,2,SC-02,123630,123630
1980,SC,SOUTH CAROLINA,45,2,SC-02,165659,165659
1982,SC,SOUTH CAROLINA,45,2,SC-02,122318,122318
1984,SC,SOUTH CAROLINA,45,2,SC-02,174027,174027
1986,SC,SOUTH CAROLINA,45,2,SC-02,137052,137052
1988,SC,SOUTH CAROLINA,45,2,SC-02,179999,179999
1990,SC,SOUTH CAROLINA,45,2,SC-02,101529,101529
1992,SC,SOUTH CAROLINA,45,2,SC-02,169670,169670
1994,SC,SOUTH CAROLINA,45,2,SC-02,133592,133592
1996,SC,SOUTH CAROLINA,45,2,SC-02,175942,175942
1998,SC,SOUTH CAROLINA,45,2,SC-02,206718,206718
2000,SC,SOUTH CAROLINA,45,2,SC-02,270976,270976
2002,SC,SOUTH CAROLINA,45,2,SC-02,171359,171359
2004,SC,SOUTH CAROLINA,45,2,SC-02,279870,279870
2006,SC,SOUTH CAROLINA,45,2,SC-02,204052,204052
2008,SC,SOUTH CAROLINA,45,2,SC-02,343486,343486
2010,SC,SOUTH CAROLINA,45,2,SC-02,259672,259672
2012,SC,SOUTH CAROLINA,45,2,SC-02,203718,203718
2014,SC,SOUTH CAROLINA,45,2,SC-02,194808,194808
2016,SC,SOUTH CAROLINA,45,2,SC-02,304996,304996
2018,SC,SOUTH CAROLINA,45,2,SC-02,257139,257139
2020,SC,SOUTH CAROLINA,45,2,SC-02,364215,364215
2022,SC,SOUTH CAROLINA,45,2,SC-02,246126,246126
2024,SC,SOUTH CAROLINA,45,2,SC-02,355285,355285
1976,SC,SOUTH CAROLINA,45,3,SC-03,117855,117855
1978,SC,SOUTH CAROLINA,45,3,SC-03,98892,98892
1980,SC,SOUTH CAROLINA,45,3,SC-03,146638,146638
1982,SC,SOUTH CAROLINA,45,3,SC-03,85339,85339
1984,SC,SOUTH CAROLINA,45,3,SC-03,152166,152166
1986,SC,SOUTH CAROLINA,45,3,SC-03,115683,115683
1988,SC,SOUTH CAROLINA,45,3,SC-03,165825,165825
1990,SC,SOUTH CAROLINA,45,3,SC-03,125050,125050
1992,SC,SOUTH CAROLINA,45,3,SC-03,194864,194864
1994,SC,SOUTH CAROLINA,45,3,SC-03,150068,150068
1996,SC,SOUTH CAROLINA,45,3,SC-03,189525,189525
1998,SC,SOUTH CAROLINA,45,3,SC-03,129449,129449
2000,SC,SOUTH CAROLINA,45,3,SC-03,221621,221621
2002,SC,SOUTH CAROLINA,45,3,SC-03,178195,178195
2004,SC,SOUTH CAROLINA,45,3,SC-03,191999,191999
2006,SC,SOUTH CAROLINA,45,3,SC-03,177988,177988
2008,SC,SOUTH CAROLINA,45,3,SC-03,288741,288741
2010,SC,SOUTH CAROLINA,45,3,SC-03,202108,202108
2012,SC,SOUTH CAROLINA,45,3,SC-03,254763,254763
2014,SC,SOUTH CAROLINA,45,3,SC-03,164009,164009
2016,SC,SOUTH CAROLINA,45,3,SC-03,269540,269540
2018,SC,SOUTH CAROLINA,45,3,SC-03,226204,226204
2020,SC,SOUTH CAROLINA,45,3,SC-03,333564,333564
2022,SC,SOUTH CAROLINA,45,3,SC-03,194569,194569
2024,SC,SOUTH CAROLINA,45,3,SC-03,346713,346713
1976,SC,SOUTH CAROLINA,45,4,SC-04,124765,124765
1978,SC,SOUTH CAROLINA,45,4,SC-04,98531,98531
1980,SC,SOUTH CAROLINA,45,4,SC-04,97925,97925
1982,SC,SOUTH CAROLINA,45,4,SC-04,110196,110196
1984,SC,SOUTH CAROLINA,45,4,SC-04,164424,164424
1986,SC,SOUTH CAROLINA,45,4,SC-04,130407,130407
1988,SC,SOUTH CAROLINA,45,4,SC-04,173027,173027
1990,SC,SOUTH CAROLINA,45,4,SC-04,133535,133535
1992,SC,SOUTH CAROLINA,45,4,SC-04,198410,198410
1994,SC,SOUTH CAROLINA,45,4,SC-04,149176,149176
1996,SC,SOUTH CAROLINA,45,4,SC-04,194792,194792
1998,SC,SOUTH CAROLINA,45,4,SC-04,182550,182550
2000,SC,SOUTH CAROLINA,45,4,SC-04,189051,189051
2002,SC,SOUTH CAROLINA,45,4,SC-04,177417,177417
2004,SC,SOUTH CAROLINA,45,4,SC-04,270594,270594
2006,SC,SOUTH CAROLINA,45,4,SC-04,179931,179931
2008,SC,SOUTH CAROLINA,45,4,SC-04,306928,306928
2010,SC,SOUTH CAROLINA,45,4,SC-04,216838,216838
2012,SC,SOUTH CAROLINA,45,4,SC-04,266884,266884
2014,SC,SOUTH CAROLINA,45,4,SC-04,149049,149049
2016,SC,SOUTH CAROLINA,45,4,SC-04,295670,295670
2018,SC,SOUTH CAROLINA,45,4,SC-04,243950,243950
2020,SC,SOUTH CAROLINA,45,4,SC-04,360550,360550
2022,SC,SOUTH CAROLINA,45,4,SC-04,182365,182365
2024,SC,SOUTH CAROLINA,45,4,SC-04,346414,346414
1976,SC,SOUTH CAROLINA,45,5,SC-05,128510,128510
1978,SC,SOUTH CAROLINA,45,5,SC-05,76220,76220
1980,SC,SOUTH CAROLINA,45,5,SC-05,114025,114025
1982,SC,SOUTH CAROLINA,45,5,SC-05,102536,102536
1984,SC,SOUTH CAROLINA,45,5,SC-05,107291,107291
1986,SC,SOUTH CAROLINA,45,5,SC-05,96149,96149
1988,SC,SOUTH CAROLINA,45,5,SC-05,154581,154581
1990,SC,SOUTH CAROLINA,45,5,SC-05,91898,91898
1992,SC,SOUTH CAROLINA,45,5,SC-05,183086,183086
1994,SC,SOUTH CAROLINA,45,5,SC-05,148363,148363
1996,SC,SOUTH CAROLINA,45,5,SC-05,179949,179949
1998,SC,SOUTH CAROLINA,45,5,SC-05,164931,164931
2000,SC,SOUTH CAROLINA,45,5,SC-05,215838,215838
2002,SC,SOUTH CAROLINA,45,5,SC-05,141972,141972
2004,SC,SOUTH CAROLINA,45,5,SC-05,242518,242518
2006,SC,SOUTH CAROLINA,45,5,SC-05,175154,175154
2008,SC,SOUTH CAROLINA,45,5,SC-05,306285,306285
2010,SC,SOUTH CAROLINA,45,5,SC-05,228286,228286
2012,SC,SOUTH CAROLINA,45,5,SC-05,278003,278003
2014,SC,SOUTH CAROLINA,45,5,SC-05,175145,175145
2016,SC,SOUTH CAROLINA,45,5,SC-05,273006,273006
2018,SC,SOUTH CAROLINA,45,5,SC-05,248579,248579
2020,SC,SOUTH CAROLINA,45,5,SC-05,366258,366258
2022,SC,SOUTH CAROLINA,45,5,SC-05,241707,241707
2024,SC,SOUTH CAROLINA,45,5,SC-05,359409,359409
1976,SC,SOUTH CAROLINA,45,6,SC-06,136896,136896
1978,SC,SOUTH CAROLINA,45,6,SC-06,69220,69220
1980,SC,SOUTH CAROLINA,45,6,SC-06,146711,146711
1982,SC,SOUTH CAROLINA,45,6,SC-06,119235,119235
1984,SC,SOUTH CAROLINA,45,6,SC-06,162384,162384
1986,SC,SOUTH CAROLINA,45,6,SC-06,122343,122343
1988,SC,SOUTH CAROLINA,45,6,SC-06,158677,158677
1990,SC,SOUTH CAROLINA,45,6,SC-06,94524,94524
1992,SC,SOUTH CAROLINA,45,6,SC-06,184871,184871
1994,SC,SOUTH CAROLINA,45,6,SC-06,138923,138923
1996,SC,SOUTH CAROLINA,45,6,SC-06,173054,173054
1998,SC,SOUTH CAROLINA,45,6,SC-06,160576,160576
2000,SC,SOUTH CAROLINA,45,6,SC-06,192380,192380
2002,SC,SOUTH CAROLINA,45,6,SC-06,173047,173047
2004,SC,SOUTH CAROLINA,45,6,SC-06,241829,241829
2006,SC,SOUTH CAROLINA,45,6,SC-06,155706,155706
2008,SC,SOUTH CAROLINA,45,6,SC-06,286571,286571
2010,SC,SOUTH CAROLINA,45,6,SC-06,199590,199590
2012,SC,SOUTH CAROLINA,45,6,SC-06,233615,233615
2014,SC,SOUTH CAROLINA,45,6,SC-06,173432,173432
2016,SC,SOUTH CAROLINA,45,6,SC-06,253901,253901
2018,SC,SOUTH CAROLINA,45,6,SC-06,206433,206433
2020,SC,SOUTH CAROLINA,45,6,SC-06,289653,289653
2022,SC,SOUTH CAROLINA,45,6,SC-06,211028,211028
2024,SC,SOUTH CAROLINA,45,6,SC-06,305977,305977
2012,SC,SOUTH CAROLINA,45,7,SC-07,275738,275738
2014,SC,SOUTH CAROLINA,45,7,SC-07,171524,171524
2016,SC,SOUTH CAROLINA,45,7,SC-07,289463,289463
2018,SC,SOUTH CAROLINA,45,7,SC-07,239554,239554
2020,SC,SOUTH CAROLINA,45,7,SC-07,364091,364091
2022,SC,SOUTH CAROLINA,45,7,SC-07,253865,253865
2024,SC,SOUTH CAROLINA,45,7,SC-07,370329,370329
1976,SD,SOUTH DAKOTA,46,1,SD-01,152402,152402
1978,SD,SOUTH DAKOTA,46,1,SD-01,129227,129227
1980,SD,SOUTH DAKOTA,46,1,SD-01,167065,167065
1976,SD,SOUTH DAKOTA,46,2,SD-02,142569,142569
1978,SD,SOUTH DAKOTA,46,2,SD-02,126296,126296
1980,SD,SOUTH DAKOTA,46,2,SD-02,152438,152438
1982,SD,SOUTH DAKOTA,46,0,SD-AL,275652,275652
1984,SD,SOUTH DAKOTA,46,0,SD-AL,316222,316222
1986,SD,SOUTH DAKOTA,46,0,SD-AL,289723,289723
1988,SD,SOUTH DAKOTA,46,0,SD-AL,311916,311916
1990,SD,SOUTH DAKOTA,46,0,SD-AL,257298,257298
1992,SD,SOUTH DAKOTA,46,0,SD-AL,332902,332902
1994,SD,SOUTH DAKOTA,46,0,SD-AL,305922,305922
1996,SD,SOUTH DAKOTA,46,0,SD-AL,323203,323203
1998,SD,SOUTH DAKOTA,46,0,SD-AL,258590,258590
2000,SD,SOUTH DAKOTA,46,0,SD-AL,314761,314761
2002,SD,SOUTH DAKOTA,46,0,SD-AL,336691,336691
2004,SD,SOUTH DAKOTA,46,0,SD-AL,389468,389468
2006,SD,SOUTH DAKOTA,46,0,SD-AL,333562,333562
2008,SD,SOUTH DAKOTA,46,0,SD-AL,379007,379007
2010,SD,SOUTH DAKOTA,46,0,SD-AL,319426,319426
2012,SD,SOUTH DAKOTA,46,0,SD-AL,361429,361429
2014,SD,SOUTH DAKOTA,46,0,SD-AL,276319,276319
2016,SD,SOUTH DAKOTA,46,0,SD-AL,369973,369973
2018,SD,SOUTH DAKOTA,46,0,SD-AL,335471,335471
2020,SD,SOUTH DAKOTA,46,0,SD-AL,397732,397732
2022,SD,SOUTH DAKOTA,46,0,SD-AL,327841,327841
2024,SD,SOUTH DAKOTA,46,0,SD-AL,421448,421448
1976,TN,TENNESSEE,47,1,TN-01,168734,168734
1978,TN,TENNESSEE,47,1,TN-01,142841,142841
1980,TN,TENNESSEE,47,1,TN-01,151129,151129
1982,TN,TENNESSEE,47,1,TN-01,120858,120858
1984,TN,TENNESSEE,47,1,TN-01,113442,113442
1986,TN,TENNESSEE,47,1,TN-01,116570,116570
1988,TN,TENNESSEE,47,1,TN-01,148998,148998
1990,TN,TENNESSEE,47,1,TN-01,47860,47860
1992,TN,TENNESSEE,47,1,TN-01,170158,170158
1994,TN,TENNESSEE,47,1,TN-01,141227,141227
1996,TN,TENNESSEE,47,1,TN-01,181708,181708
1998,TN,TENNESSEE,47,1,TN-01,99689,99689
2000,TN,TENNESSEE,47,1,TN-01,157848,157848
2002,TN,TENNESSEE,47,1,TN-01,128886,128886
2004,TN,TENNESSEE,47,1,TN-01,233560,233560
2006,TN,TENNESSEE,47,1,TN-01,177278,177278
2008,TN,TENNESSEE,47,1,TN-01,234381,234381
2010,TN,TENNESSEE,47,1,TN-01,152161,152161
2012,TN,TENNESSEE,47,1,TN-01,239672,239672
2014,TN,TENNESSEE,47,1,TN-01,139470,139470
2016,TN,TENNESSEE,47,1,TN-01,253025,253025
2018,TN,TENNESSEE,47,1,TN-01,224282,224282
2020,TN,TENNESSEE,47,1,TN-01,305423,305423
2022,TN,TENNESSEE,47,1,TN-01,188003,188003
2024,TN,TENNESSEE,47,1,TN-01,330199,330199
1976,TN,TENNESSEE,47,2,TN-02,186707,186707
1978,TN,TENNESSEE,47,2,TN-02,152833,152833
1980,TN,TENNESSEE,47,2,TN-02,194527,194527
1982,TN,TENNESSEE,47,2,TN-02,109057,109057
1984,TN,TENNESSEE,47,2,TN-02,171453,171453
1986,TN,TENNESSEE,47,2,TN-02,126486,126486
1988,TN,TENNESSEE,47,2,TN-02,177174,177174
1990,TN,TENNESSEE,47,2,TN-02,77944,77944
1992,TN,TENNESSEE,47,2,TN-02,205401,205401
1994,TN,TENNESSEE,47,2,TN-02,142482,142482
1996,TN,TENNESSEE,47,2,TN-02,213574,213574
1998,TN,TENNESSEE,47,2,TN-02,102502,102502
2000,TN,TENNESSEE,47,2,TN-02,209485,209485
2002,TN,TENNESSEE,47,2,TN-02,185981,185981
2004,TN,TENNESSEE,47,2,TN-02,272928,272928
2006,TN,TENNESSEE,47,2,TN-02,202120,202120
2008,TN,TENNESSEE,47,2,TN-02,290759,290759
2010,TN,TENNESSEE,47,2,TN-02,173380,173380
2012,TN,TENNESSEE,47,2,TN-02,264505,264505
2014,TN,TENNESSEE,47,2,TN-02,166751,166751
2016,TN,TENNESSEE,47,2,TN-02,280856,280856
2018,TN,TENNESSEE,47,2,TN-02,262134,262134
2020,TN,TENNESSEE,47,2,TN-02,353197,353197
2022,TN,TENNESSEE,47,2,TN-02,207762,207762
2024,TN,TENNESSEE,47,2,TN-02,362098,362098
1976,TN,TENNESSEE,47,3,TN-03,183569,183569
1978,TN,TENNESSEE,47,3,TN-03,121838,121838
1980,TN,TENNESSEE,47,3,TN-03,192156,192156
1982,TN,TENNESSEE,47,3,TN-03,137493,137493
1984,TN,TENNESSEE,47,3,TN-03,189683,189683
1986,TN,TENNESSEE,47,3,TN-03,139120,139120
1988,TN,TENNESSEE,47,3,TN-03,188638,188638
1990,TN,TENNESSEE,47,3,TN-03,93665,93665
1992,TN,TENNESSEE,47,3,TN-03,216533,216533
1994,TN,TENNESSEE,47,3,TN-03,161853,161853
1996,TN,TENNESSEE,47,3,TN-03,201444,201444
1998,TN,TENNESSEE,47,3,TN-03,113786,113786
2000,TN,TENNESSEE,47,3,TN-03,218940,218940
2002,TN,TENNESSEE,47,3,TN-03,173921,173921
2004,TN,TENNESSEE,47,3,TN-03,256636,256636
2006,TN,TENNESSEE,47,3,TN-03,199115,199115
2008,TN,TENNESSEE,47,3,TN-03,266628,266628
2010,TN,TENNESSEE,47,3,TN-03,162056,162056
2012,TN,TENNESSEE,47,3,TN-03,256909,256909
2014,TN,TENNESSEE,47,3,TN-03,156097,156097
2016,TN,TENNESSEE,47,3,TN-03,266006,266006
2018,TN,TENNESSEE,47,3,TN-03,245765,245765
2020,TN,TENNESSEE,47,3,TN-03,320299,320299
2022,TN,TENNESSEE,47,3,TN-03,199830,199830
2024,TN,TENNESSEE,47,3,TN-03,350328,350328
1976,TN,TENNESSEE,47,4,TN-04,122723,122723
1978,TN,TENNESSEE,47,4,TN-04,108701,108701
1980,TN,TENNESSEE,47,4,TN-04,173570,173570
1982,TN,TENNESSEE,47,4,TN-04,141322,141322
1984,TN,TENNESSEE,47,4,TN-04,124863,124863
1986,TN,TENNESSEE,47,4,TN-04,87005,87005
1988,TN,TENNESSEE,47,4,TN-04,94151,94151
1990,TN,TENNESSEE,47,4,TN-04,77276,77276
1992,TN,TENNESSEE,47,4,TN-04,154511,154511
1994,TN,TENNESSEE,47,4,TN-04,143976,143976
1996,TN,TENNESSEE,47,4,TN-04,178063,178063
1998,TN,TENNESSEE,47,4,TN-04,105479,105479
2000,TN,TENNESSEE,47,4,TN-04,203210,203210
2002,TN,TENNESSEE,47,4,TN-04,184300,184300
2004,TN,TENNESSEE,47,4,TN-04,252646,252646
2006,TN,TENNESSEE,47,4,TN-04,186115,186115
2008,TN,TENNESSEE,47,4,TN-04,249805,249805
2010,TN,TENNESSEE,47,4,TN-04,182191,182191
2012,TN,TENNESSEE,47,4,TN-04,230590,230590
2014,TN,TENNESSEE,47,4,TN-04,145418,145418
2016,TN,TENNESSEE,47,4,TN-04,254937,254937
2018,TN,TENNESSEE,47,4,TN-04,232451,232451
2020,TN,TENNESSEE,47,4,TN-04,335710,335710
2022,TN,TENNESSEE,47,4,TN-04,173437,173437
2024,TN,TENNESSEE,47,4,TN-04,313255,313255
1976,TN,TENNESSEE,47,5,TN-05,136151,136151
1978,TN,TENNESSEE,47,5,TN-05,133608,133608
1980,TN,TENNESSEE,47,5,TN-05,181262,181262
1982,TN,TENNESSEE,47,5,TN-05,136349,136349
1984,TN,TENNESSEE,47,5,TN-05,138286,138286
1986,TN,TENNESSEE,47,5,TN-05,147147,147147
1988,TN,TENNESSEE,47,5,TN-05,155140,155140
1990,TN,TENNESSEE,47,5,TN-05,76760,76760
1992,TN,TENNESSEE,47,5,TN-05,187590,187590
1994,TN,TENNESSEE,47,5,TN-05,159304,159304
1996,TN,TENNESSEE,47,5,TN-05,193783,193783
1998,TN,TENNESSEE,47,5,TN-05,90102,90102
2000,TN,TENNESSEE,47,5,TN-05,205933,205933
2002,TN,TENNESSEE,47,5,TN-05,170886,170886
2004,TN,TENNESSEE,47,5,TN-05,243963,243963
2006,TN,TENNESSEE,47,5,TN-05,178142,178142
2008,TN,TENNESSEE,47,5,TN-05,275602,275602
2010,TN,TENNESSEE,47,5,TN-05,176362,176362
2012,TN,TENNESSEE,47,5,TN-05,263095,263095
2014,TN,TENNESSEE,47,5,TN-05,154276,154276
2016,TN,TENNESSEE,47,5,TN-05,273544,273544
2018,TN,TENNESSEE,47,5,TN-05,262248,262248
2020,TN,TENNESSEE,47,5,TN-05,252169,252169
2022,TN,TENNESSEE,47,5,TN-05,221275,221275
2024,TN,TENNESSEE,47,5,TN-05,360714,360714
1976,TN,TENNESSEE,47,6,TN-06,181375,181375
1978,TN,TENNESSEE,47,6,TN-06,153591,153591
1980,TN,TENNESSEE,47,6,TN-06,128511,128511
1982,TN,TENNESSEE,47,6,TN-06,104105,104105
1984,TN,TENNESSEE,47,6,TN-06,165565,165565
1986,TN,TENNESSEE,47,6,TN-06,133004,133004
1988,TN,TENNESSEE,47,6,TN-06,161687,161687
1990,TN,TENNESSEE,47,6,TN-06,90768,90768
1992,TN,TENNESSEE,47,6,TN-06,212428,212428
1994,TN,TENNESSEE,47,6,TN-06,179699,179699
1996,TN,TENNESSEE,47,6,TN-06,227571,227571
1998,TN,TENNESSEE,47,6,TN-06,137436,137436
2000,TN,TENNESSEE,47,6,TN-06,271899,271899
2002,TN,TENNESSEE,47,6,TN-06,177628,177628
2004,TN,TENNESSEE,47,6,TN-06,260642,260642
2006,TN,TENNESSEE,47,6,TN-06,192380,192380
2008,TN,TENNESSEE,47,6,TN-06,261028,261028
2010,TN,TENNESSEE,47,6,TN-06,191084,191084
2012,TN,TENNESSEE,47,6,TN-06,241241,241241
2014,TN,TENNESSEE,47,6,TN-06,162097,162097
2016,TN,TENNESSEE,47,6,TN-06,284490,284490
2018,TN,TENNESSEE,47,6,TN-06,248740,248740
2020,TN,TENNESSEE,47,6,TN-06,349578,349578
2022,TN,TENNESSEE,47,6,TN-06,195063,195063
2024,TN,TENNESSEE,47,6,TN-06,331687,331687
1976,TN,TENNESSEE,47,7,TN-07,105699,105699
1978,TN,TENNESSEE,47,7,TN-07,132866,132866
1980,TN,TENNESSEE,47,7,TN-07,172835,172835
1982,TN,TENNESSEE,47,7,TN-07,146197,146197
1984,TN,TENNESSEE,47,7,TN-07,107278,107278
1986,TN,TENNESSEE,47,7,TN-07,129878,129878
1988,TN,TENNESSEE,47,7,TN-07,177266,177266
1990,TN,TENNESSEE,47,7,TN-07,106676,106676
1992,TN,TENNESSEE,47,7,TN-07,202866,202866
1994,TN,TENNESSEE,47,7,TN-07,170383,170383
1996,TN,TENNESSEE,47,7,TN-07,193742,193742
1998,TN,TENNESSEE,47,7,TN-07,91980,91980
2000,TN,TENNESSEE,47,7,TN-07,245649,245649
2002,TN,TENNESSEE,47,7,TN-07,195558,195558
2004,TN,TENNESSEE,47,7,TN-07,232404,232404
2006,TN,TENNESSEE,47,7,TN-07,230582,230582
2008,TN,TENNESSEE,47,7,TN-07,316881,316881
2010,TN,TENNESSEE,47,7,TN-07,219583,219583
2012,TN,TENNESSEE,47,7,TN-07,257306,257306
2014,TN,TENNESSEE,47,7,TN-07,157907,157907
2016,TN,TENNESSEE,47,7,TN-07,277513,277513
2018,TN,TENNESSEE,47,7,TN-07,254384,254384
2020,TN,TENNESSEE,47,7,TN-07,350635,350635
2022,TN,TENNESSEE,47,7,TN-07,180822,180822
2024,TN,TENNESSEE,47,7,TN-07,322656,322656
1976,TN,TENNESSEE,47,8,TN-08,165954,165954
1978,TN,TENNESSEE,47,8,TN-08,115917,115917
1980,TN,TENNESSEE,47,8,TN-08,110207,110207
1982,TN,TENNESSEE,47,8,TN-08,125472,125472
1984,TN,TENNESSEE,47,8,TN-08,118668,118668
1986,TN,TENNESSEE,47,8,TN-08,126503,126503
1988,TN,TENNESSEE,47,8,TN-08,151465,151465
1990,TN,TENNESSEE,47,8,TN-08,62266,62266
1992,TN,TENNESSEE,47,8,TN-08,163432,163432
1994,TN,TENNESSEE,47,8,TN-08,153538,153538
1996,TN,TENNESSEE,47,8,TN-08,183898,183898
1998,TN,TENNESSEE,47,8,TN-08,76825,76825
2000,TN,TENNESSEE,47,8,TN-08,198080,198080
2002,TN,TENNESSEE,47,8,TN-08,167970,167970
2004,TN,TENNESSEE,47,8,TN-08,233567,233567
2006,TN,TENNESSEE,47,8,TN-08,177108,177108
2008,TN,TENNESSEE,47,8,TN-08,180519,180519
2010,TN,TENNESSEE,47,8,TN-08,167405,167405
2012,TN,TENNESSEE,47,8,TN-08,279422,279422
2014,TN,TENNESSEE,47,8,TN-08,172595,172595
2016,TN,TENNESSEE,47,8,TN-08,282733,282733
2018,TN,TENNESSEE,47,8,TN-08,248345,248345
2020,TN,TENNESSEE,47,8,TN-08,331853,331853
2022,TN,TENNESSEE,47,8,TN-08,210315,210315
2024,TN,TENNESSEE,47,8,TN-08,332315,332315
1982,TN,TENNESSEE,47,9,TN-09,154830,154830
1984,TN,TENNESSEE,47,9,TN-09,186497,186497
1986,TN,TENNESSEE,47,9,TN-09,99516,99516
1988,TN,TENNESSEE,47,9,TN-09,154802,154802
1990,TN,TENNESSEE,47,9,TN-09,83657,83657
1992,TN,TENNESSEE,47,9,TN-09,212755,212755
1994,TN,TENNESSEE,47,9,TN-09,164040,164040
1996,TN,TENNESSEE,47,9,TN-09,190414,190414
1998,TN,TENNESSEE,47,9,TN-09,95782,95782
2000,TN,TENNESSEE,47,9,TN-09,143334,143334
2002,TN,TENNESSEE,47,9,TN-09,144260,144260
2004,TN,TENNESSEE,47,9,TN-09,232392,232392
2006,TN,TENNESSEE,47,9,TN-09,172586,172586
2008,TN,TENNESSEE,47,9,TN-09,226282,226282
2010,TN,TENNESSEE,47,9,TN-09,134907,134907
2012,TN,TENNESSEE,47,9,TN-09,250987,250987
2014,TN,TENNESSEE,47,9,TN-09,116550,116550
2016,TN,TENNESSEE,47,9,TN-09,217957,217957
2018,TN,TENNESSEE,47,9,TN-09,181476,181476
2020,TN,TENNESSEE,47,9,TN-09,242880,242880
2022,TN,TENNESSEE,47,9,TN-09,133918,133918
2024,TN,TENNESSEE,47,9,TN-09,223703,223703
1976,TX,TEXAS,48,1,TX-01,161718,161718
1978,TX,TEXAS,48,1,TX-01,94408,94408
1980,TX,TEXAS,48,1,TX-01,137665,137665
1982,TX,TEXAS,48,1,TX-01,103283,103283
1984,TX,TEXAS,48,1,TX-01,139829,139829
1986,TX,TEXAS,48,1,TX-01,84445,84445
1988,TX,TEXAS,48,1,TX-01,196923,196923
1990,TX,TEXAS,48,1,TX-01,146195,146195
1992,TX,TEXAS,48,1,TX-01,152209,152209
1994,TX,TEXAS,48,1,TX-01,156392,156392
1996,TX,TEXAS,48,1,TX-01,199170,199170
1998,TX,TEXAS,48,1,TX-01,135979,135979
2000,TX,TEXAS,48,1,TX-01,211848,211848
2002,TX,TEXAS,48,1,TX-01,153038,153038
2004,TX,TEXAS,48,1,TX-01,255507,255507
2006,TX,TEXAS,48,1,TX-01,153070,153070
2008,TX,TEXAS,48,1,TX-01,215826,215826
2010,TX,TEXAS,48,1,TX-01,144209,144209
2012,TX,TEXAS,48,1,TX-01,249658,249658
2014,TX,TEXAS,48,1,TX-01,148560,148560
2016,TX,TEXAS,48,1,TX-01,260409,260409
2018,TX,TEXAS,48,1,TX-01,232720,232720
2020,TX,TEXAS,48,1,TX-01,302742,302742
2022,TX,TEXAS,48,1,TX-01,234662,234662
2024,TX,TEXAS,48,1,TX-01,258523,258523
1976,TX,TEXAS,48,2,TX-02,140902,140902
1978,TX,TEXAS,48,2,TX-02,95570,95570
1980,TX,TEXAS,48,2,TX-02,205768,205768
1982,TX,TEXAS,48,2,TX-02,97346,97346
1984,TX,TEXAS,48,2,TX-02,191067,191067
1986,TX,TEXAS,48,2,TX-02,138353,138353
1988,TX,TEXAS,48,2,TX-02,166089,166089
1990,TX,TEXAS,48,2,TX-02,138529,138529
1992,TX,TEXAS,48,2,TX-02,211350,211350
1994,TX,TEXAS,48,2,TX-02,153780,153780
1996,TX,TEXAS,48,2,TX-02,196971,196971
1998,TX,TEXAS,48,2,TX-02,139589,139589
2000,TX,TEXAS,48,2,TX-02,178830,178830
2002,TX,TEXAS,48,2,TX-02,140501,140501
2004,TX,TEXAS,48,2,TX-02,252038,252038
2006,TX,TEXAS,48,2,TX-02,137865,137865
2008,TX,TEXAS,48,2,TX-02,196914,196914
2010,TX,TEXAS,48,2,TX-02,146731,146731
2012,TX,TEXAS,48,2,TX-02,246328,246328
2014,TX,TEXAS,48,2,TX-02,150026,150026
2016,TX,TEXAS,48,2,TX-02,278236,278236
2018,TX,TEXAS,48,2,TX-02,263392,263392
2020,TX,TEXAS,48,2,TX-02,346726,346726
2022,TX,TEXAS,48,2,TX-02,230287,230287
2024,TX,TEXAS,48,2,TX-02,326883,326883
